prompt,model,response,response_parsed,expected_answer
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from D to F? Anwer (true of false)",gpt-4o,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from D to F? Anwer (true of false)",gpt-4,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from B to D? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from B to D? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from B to D? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from B to D? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from A to B? Anwer (true of false)",gpt-3.5-turbo,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from A to B? Anwer (true of false)",gpt-4o-mini,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from A to B? Anwer (true of false)",gpt-4o,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from A to B? Anwer (true of false)",gpt-4,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from A to C? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from A to C? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from A to C? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from A to C? Anwer (true of false)",gpt-4,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from B to F? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from B to F? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from B to F? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between B and C. Question: Is there a path from B to F? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from B to C? Anwer (true of false)",gpt-3.5-turbo,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from B to C? Anwer (true of false)",gpt-4o-mini,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from B to C? Anwer (true of false)",gpt-4o,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from B to C? Anwer (true of false)",gpt-4,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from D to F? Anwer (true of false)",gpt-3.5-turbo,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from D to F? Anwer (true of false)",gpt-4o-mini,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from D to F? Anwer (true of false)",gpt-4o,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from D to F? Anwer (true of false)",gpt-4,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from C to D? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from C to D? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from C to D? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from C to D? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from A to F? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from A to F? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from A to F? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from A to F? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from A to C? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from A to C? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from A to C? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from A to C? Anwer (true of false)",gpt-4,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from B to F? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from B to F? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from B to F? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and E, Edge between A and B. Question: Is there a path from B to F? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from E to F? Anwer (true of false)",gpt-3.5-turbo,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from E to F? Anwer (true of false)",gpt-4o-mini,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from E to F? Anwer (true of false)",gpt-4o,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from E to F? Anwer (true of false)",gpt-4,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from D to F? Anwer (true of false)",gpt-3.5-turbo,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from D to F? Anwer (true of false)",gpt-4o-mini,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from D to F? Anwer (true of false)",gpt-4o,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from D to F? Anwer (true of false)",gpt-4,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from C to D? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from C to D? Anwer (true of false)",gpt-4o-mini,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from C to D? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from C to D? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from D to E? Anwer (true of false)",gpt-3.5-turbo,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from D to E? Anwer (true of false)",gpt-4o-mini,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from D to E? Anwer (true of false)",gpt-4o,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from D to E? Anwer (true of false)",gpt-4,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from A to E? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from A to E? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from A to E? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from A to E? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from C to F? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from C to F? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from C to F? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from C to F? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from B to E? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from B to E? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from B to E? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between B and C, Edge between A and B. Question: Is there a path from B to E? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from B to C? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from B to C? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from B to C? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from B to C? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from D to E? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from D to E? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from D to E? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from D to E? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from A to E? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from A to E? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from A to E? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from A to E? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from A to B? Anwer (true of false)",gpt-3.5-turbo,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from A to B? Anwer (true of false)",gpt-4o-mini,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from A to B? Anwer (true of false)",gpt-4o,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from A to B? Anwer (true of false)",gpt-4,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from C to E? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from C to E? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from C to E? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between B and C. Question: Is there a path from C to E? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from B to C? Anwer (true of false)",gpt-3.5-turbo,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from B to C? Anwer (true of false)",gpt-4o-mini,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from B to C? Anwer (true of false)",gpt-4o,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from B to C? Anwer (true of false)",gpt-4,true,true,true
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from D to F? Anwer (true of false)",gpt-3.5-turbo,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from D to F? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from D to F? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from D to F? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from B to D? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from B to D? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from B to D? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from B to D? Anwer (true of false)",gpt-4,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from A to B? Anwer (true of false)",gpt-3.5-turbo,true,true,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from A to B? Anwer (true of false)",gpt-4o-mini,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from A to B? Anwer (true of false)",gpt-4o,false,false,false
"Context: 'Nodes in graph: A, B, C, D, E, F. Edges in the graph: Edge between D and F, Edge between D and E, Edge between B and C, Edge between A and B'. Forbidden edges: Edge between D and F, Edge between D and E, Edge between A and B. Question: Is there a path from A to B? Anwer (true of false)",gpt-4,false,false,false
